__FALSE__2 , 	If theres a government shutdown, people dont get their Social Security checks.	federal-budget,social-security	barack-obama	President	Illinois	democrat	a press conference
__half-true__3 , 	Says David Vitter answered a prostitutes call minutes after he skipped a vote honoring 28 soldiers who gave their lives in defense of our freedom.	candidates-biography,military,sexuality	john-bel-edwards	State representative	Louisiana	democrat	a campaign ad
__half-true__3 , 	Floridas proposed medical marijuana amendment would make Florida one of the most lenient medical-marijuana states, allowing use for limitless other conditions specified by any physician.	drugs,health-care,marijuana,states	pam-bondi		Florida	republican	an initial brief to the Florida Supreme Court
__half-true__3 , 	Says unions call Obamacare bad for workers.	health-care,unions	mike-lee	U.S. Senator	Utah	republican	a 'USA Today' op-ed
__half-true__3 , 	According to Pew Research, 99 percent of the people in Afghanistan support oppressive Sharia law.	immigration,islam	donald-trump	President-Elect	New York	republican	a speech responding to the Orlando shooting
__half-true__3 , 	I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clintons)position.	cap-and-trade,climate-change,energy,environment	bernie-s	U.S. Senator	Vermont	independent	an interview on "Meet the Press"
__half-true__3 , 	Today Russia holds many of our most precious national security satellites at risk before they ever get off the ground.	space	john-mccain	U.S. senator	Arizona	republican	a committee hearing
__half-true__3 , 	Lake Erie supports nearly 10 percent of Ohios jobs and generates $750 million in state and local taxes.	economy,environment,federal-budget,tourism	betty-sutton	U.S. representative from Ohio's 13th District	Ohio	democrat	a House committee hearing
__half-true__3 , 	I lowered taxes over the last two years.	taxes	barack-obama	President	Illinois	democrat	an interview on Super Bowl Sunday
__half-true__3 , 	When Nancy Nusbaum was Brown County executive, spending went up nearly 50 percent.	county-budget,taxes	wisconsin-manufacturers-and-commerce		Wisconsin	organization	a television ad
__half-true__3 , 	Says Donald Trump believes that states should actually have the right to lower the minimum wage below $7.25.	jobs,poverty,workers	bernie-s	U.S. Senator	Vermont	independent	a speech at the Democratic National Convention
__half-true__3 , 	In 2010, 2,694 young people were killed by gunfire. 1,773 were victims of homicide; 67 were elementary school-age children.	children,guns	college-presidents			none	in a letter
__half-true__3 , 	Providence teachers can go five or six years without an evaluation.	education	angel-taveras	Mayor of Providence	Rhode Island	democrat	an appearance on WPRI-12's Newsmakers
__half-true__3 , 	Says Scott Walker cut back early voting and signed legislation that would make it harder for college students to vote.	civil-rights,education,elections,job-accomplishments,campaign-advertising	hillary-clinton	Presidential candidate	New York	democrat	a speech
__half-true__3 , 	The Georgia Senate ethics resolution doesnt define cap.	ethics	david-ralston		Georgia	republican	a meeting
__half-true__3 , 	We have a legal immigration system in America that accepts 1 million people a year, legally. No other country in the world even comes close to that.	immigration	marco-rubio	U.S. Senator	Florida	republican	the National Review Forum
__half-true__3 , 	Says in Oregon today, the average debt upon college graduation is more than $24,000.	debt,education	jeff-merkley	U.S. Senator	Oregon	democrat	an opinion article
__half-true__3 , 	Nearly one in five women in America has been a victim of rape or attempted rape.	crime,criminal-justice,sexuality,women	barack-obama	President	Illinois	democrat	a public-service video during the Grammys
__half-true__3 , 	I investigated Abramoff and people ended up in jail.	ethics	john-mccain	U.S. senator	Arizona	republican	an appearance on Fox News' "Fox and Friends"
__half-true__3 , 	Says New Jersey Devils managing partner Jeff Vanderbeek froze all those monies during the toughest years in 08-09 and refused to give the charitable dollars that he was required to give by the contract.	city-government	cory-booker	U.S. senator	New Jersey	democrat	an interview on MSNBCs Morning Joe
__half-true__3 , 	Go look on the West Point website and youll see those specific words, full scholarship to West Point. So even though it is, you know, given as a grant for anybody who gets in, those words are used.	candidates-biography	ben-carson			republican	comments on ABC's "This Week"
__half-true__3 , 	There are twice as many gun shops as McDonalds in the United States.	guns	markel-hutchins		Georgia	democrat	an interview
__half-true__3 , 	Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.	guns,terrorism	mike-thompson	U.S. Representative	California	democrat	a speech
__half-true__3 , 	Now remember, property taxes went up 70 percent in the 10 years before I became governor.	taxes	chris-christie	Governor of New Jersey	New Jersey	republican	a town hall meeting in West Milford
__half-true__3 , 	Forty percent of gross domestic product is state, local, or federal money.	economy,federal-budget,pundits	cokie-roberts	NPR contributor, ABC commentator	Maryland	journalist	appearance on This Week with George Stephanopoulos
__half-true__3 , 	Says Ive authored the first bipartisan tax reform bill in a quarter-century.	bipartisanship,congress,taxes	ron-wyden	U.S. Senator	Oregon	democrat	a press conference
__half-true__3 , 	Sharron Angle voted to protect sex offenders.	legal-issues,message-machine,public-safety	harry-reid	Senate Democratic Leader	Nevada	democrat	a campaign commercial
__half-true__3 , 	A poll found that 20% of young adults use (smartphones) during sex.	sexuality,technology	arianna-huffington	Founder, The Huffington Post		none	a tweet
__half-true__3 , 	The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.	economy,income	bernie-s	U.S. Senator	Vermont	independent	a post on Twitter
__half-true__3 , 	Chris Christie has led New Jersey to a record-breaking 9 credit downgrades.	elections,pensions,state-finances	donna-brazile	Political commentator	Washington, D.C.	democrat	a tweet
__half-true__3 , 	No one was taken into custody for feeding the homeless.	city-government,crime,hunger	jack-seiler	Fort Lauderdale mayor	Florida	democrat	a news release
__half-true__3 , 	If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that theyve sponsored.	candidates-biography,congress,corrections-and-updates	jeb-bush		Florida	republican	comments on "Meet the Press"
__half-true__3 , 	Polls now show a majority of Catholics favor marriage equality.	gays-and-lesbians,marriage	steven-goldstein			none	an opinion column in The Star-Ledger
__half-true__3 , 	Thirty-one percent of school districts are still receiving less funding per pupil than they did prior to the dramatic budget cuts of 2011.	education,state-budget,state-finances	donna-howard	Texas House Representative	Texas	democrat	a commentary in the Austin American-Statesman
__half-true__3 , 	One generation ago we led the world in college graduation. Were 16th today.	education	arne-duncan	U.S. Secretary of Education	Illinois	democrat	a town hall-style meeting
__half-true__3 , 	Many types of fish and shellfish from waters across the state are labeled unsafe to eat.	environment,food-safety	james-florio	Former governor of New Jersey	New Jersey	democrat	a guest column in The Star-Ledger
__half-true__3 , 	Ten times, no Republican candidate for president had enough delegates to claim the nomination before the partys convention, and seven of those times somebody who was not the leader of delegates was selected as the nominee of the party.	elections,history,states	john-kasich	Governor of Ohio as of Jan. 10, 2011	Ohio	republican	an interview
__half-true__3 , 	Says Texas does not regulate the appearance of some kinds of imitation firearms sold in Texas.	crime,criminal-justice,guns	eddie-lucio-jr	Advertising executive	Texas	democrat	an interview.
__half-true__3 , 	Laurie Monnes Anderson voted to let violent criminals out of jail early.	crime,criminal-justice,voting-record	oregon-senate-republicans		Oregon	republican	a campaign mailer
__half-true__3 , 	Says that in his book, Rick Perry said that Social Security is unconstitutional.	legal-issues,social-security	mitt-romney	Former governor	Massachusetts	republican	a Republican presidential debate
__half-true__3 , 	Gov. Bob McDonnell launched a raid on public education to pay for roads.	education,state-budget,transportation	democratic-party-virginia		Virginia	democrat	a fundraising appeal.
__half-true__3 , 	Ninety-six percent of the last session, (U.S. Rep. Henry Cuellar) voted with Nancy Pelosi.	bipartisanship	bryan-underwood	Business owner	Texas	republican	a speech
__half-true__3 , 	We live in the most incarcerated country in the world.	crime,criminal-justice	john-legend			none	a speech at the Oscars
